name,tissue,target,publication,source,filename
Ectodysplasin-A,blood,Ectodysplasin-A,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Ectodysplasin-A.csv
EN.RAGE,blood,EN.RAGE,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/EN.RAGE.csv
ENPP7,blood,ENPP7,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/ENPP7.csv
ESM-1,blood,ESM-1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/ESM-1.csv
EZR,blood,EZR,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/EZR.csv
FAP,blood,FAP,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/FAP.csv
FCER2,blood,FCER2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/FCER2.csv
FCGR3A,blood,FCGR3A,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/FCGR3A.csv
FcRL2,blood,FcRL2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/FcRL2.csv
FGF.21,blood,FGF.21,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/FGF.21.csv
G.CSF,blood,G.CSF,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/G.CSF.csv
Galectin-4,blood,Galectin-4,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Galectin-4.csv
GDF.8,blood,GDF.8,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/GDF.8.csv
GHR,blood,GHR,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/GHR.csv
GPIba,blood,GPIba,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/GPIba.csv
Granulysin,blood,Granulysin,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Granulysin.csv
Granzyme_A,blood,Granzyme_A,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Granzyme_A.csv
GZMA,blood,GZMA,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/GZMA.csv
HCII,blood,HCII,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/HCII.csv
HGF,blood,HGF,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/HGF.csv
HGFA,blood,HGFA,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/HGFA.csv
HGFI,blood,HGFI,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/HGFI.csv
ICAM5,blood,ICAM5,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/ICAM5.csv
IGFBP-1,blood,IGFBP-1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/IGFBP-1.csv
IGFBP-4,blood,IGFBP-4,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/IGFBP-4.csv
Insulin_receptor,blood,Insulin_receptor,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Insulin_receptor.csv
Interleukin-19,blood,Interleukin-19,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Interleukin-19.csv
L-selectin,blood,L-selectin,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/L-selectin.csv
LFT,blood,LFT,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/LFT.csv
LGALS3BP,blood,LGALS3BP,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/LGALS3BP.csv
LY9,blood,LY9,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/LY9.csv
Lymphotoxin_abeta,blood,Lymphotoxin_abeta,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Lymphotoxin_abeta.csv
Lysozyme_C,blood,Lysozyme_C,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Lysozyme_C.csv
MIA,blood,MIA,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/MIA.csv
MMP-1,blood,MMP-1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/MMP-1.csv
MMP-12,blood,MMP-12,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/MMP-12.csv
MMP-2,blood,MMP-2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/MMP-2.csv
MMP-9,blood,MMP-9,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/MMP-9.csv
MMP.1,blood,MMP.1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/MMP.1.csv
MRC2,blood,MRC2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/MRC2.csv
Myeloperoxidase,blood,Myeloperoxidase,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Myeloperoxidase.csv
N.CDase,blood,N.CDase,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/N.CDase.csv
NCAM-120,blood,NCAM-120,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/NCAM-120.csv
NEP,blood,NEP,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/NEP.csv
NMNAT1,blood,NMNAT1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/NMNAT1.csv
NOTCH1,blood,NOTCH1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/NOTCH1.csv
NRTK3,blood,NRTK3,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/NRTK3.csv
NTRK3,blood,NTRK3,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/NTRK3.csv
OSM,blood,OSM,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/OSM.csv
Osteomodulin,blood,Osteomodulin,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Osteomodulin.csv
PAPP-A,blood,PAPP-A,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/PAPP-A.csv
PIGR,blood,PIGR,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/PIGR.csv
RARRES2,blood,RARRES2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/RARRES2.csv
Resistin,blood,Resistin,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Resistin.csv
S100-A9,blood,S100-A9,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/S100-A9.csv
Semaphorin-3E,blood,Semaphorin-3E,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Semaphorin-3E.csv
SERPIN_A3,blood,SERPIN_A3,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/SERPIN_A3.csv
SHBG,blood,SHBG,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/SHBG.csv
SIGLEC1,blood,SIGLEC1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/SIGLEC1.csv
SKR3,blood,SKR3,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/SKR3.csv
SLITRK5,blood,SLITRK5,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/SLITRK5.csv
SMPD1,blood,SMPD1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/SMPD1.csv
Stanniocalcin-1,blood,Stanniocalcin-1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Stanniocalcin-1.csv
Testican-2,blood,Testican-2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Testican-2.csv
TGF.alpha,blood,TGF.alpha,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/TGF.alpha.csv
THBS2,blood,THBS2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/THBS2.csv
TNFRSF17,blood,TNFRSF17,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/TNFRSF17.csv
TNFRSF1B,blood,TNFRSF1B,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/TNFRSF1B.csv
TPO,blood,TPO,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/TPO.csv
Trypsin-2,blood,Trypsin-2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Trypsin-2.csv
Tryptase_beta-2,blood,Tryptase_beta-2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/Tryptase_beta-2.csv
VCAM1,blood,VCAM1,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/VCAM1.csv
VEGFA,blood,VEGFA,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/VEGFA.csv
WFIKKN2,blood,WFIKKN2,10.7554/ELIFE.71802,https://zenodo.org/record/5869576/files/Predictors_Shiny_by_Groups.csv,episcores/WFIKKN2.csv
